files,sents,target
延 安 市 宝 塔 区 地 质 灾 害 风 险 评 价,本 次 评 价 结 果 有 效 提 高 了 该 研 究 区 地 质 灾 害 风 险 评 价 的 精 度 ， 可 为 宝 塔 区 地 质 灾 害 风 险 预 防 和 国 土 空 间 规 划 提 供 依 据 。,1
延 安 市 宝 塔 区 地 质 灾 害 风 险 评 价,延 安 市 宝 塔 区 地 处 黄 土 高 原 地 区 ， 滑 坡 、 崩 塌 等 地 质 灾 害 频 发 ， 严 重 威 胁 当 地 居 民 生 命 和 财 产 。,0
延 安 市 宝 塔 区 地 质 灾 害 风 险 评 价,本 文 在 地 质 灾 害 历 史 统 计 资 料 基 础 上 ， 基 于 现 代 遥 感 和 技 术 ， 并 结 合 - Ｒ 监 测 数 据 ， 将 不 稳 定 斜 坡 危 害 区 域 面 积 占 比 引 入 危 险 性 评 价 指 标 体 系 ， 不 稳 定 斜 坡 危 害 区 域 内 居 民 点 数 纳 入 易 损 性 评 价 指 标 体 系 ， 构 建 了 较 为 完 善 的 、 适 用 于 宝 塔 区 的 地 质 灾 害 风 险 评 价 指 标 体 系 ， 以 3 0 栅 格 为 单 元 对 宝 塔 区 进 行 了 高 分 辨 率 的 地 质 灾 害 风 险 评 价 。,0
汉 源 九 襄 砾 石 层 沉 积 特 征 及 演 化,得 出 以 下 结 论 : 1 堆 积 体 中 小 于 2 的 颗 粒 粒 径 分 布 范 围 较 广 ， 其 频 率 曲 线 多 呈 双 峰 型 ， 主 次 峰 粒 径 介 于 － 1 Φ ～ 5 Φ 之 间 ， 大 多 具 有 细 粒 尾 部 。,1
汉 源 九 襄 砾 石 层 沉 积 特 征 及 演 化,2 孢 粉 测 试 结 果 显 示 ， 第 四 纪 更 新 世 以 来 九 襄 砾 石 层 的 形 成 过 程 中 至 少 经 历 两 次 明 显 的 气 候 期 ， 分 别 是 温 暖 干 旱 期 和 温 暖 湿 润 期 。 该 砾 石 层 主 要 是 后 缘 高 山 冰 川 消 融 过 程 中 冰 川 融 水 搬 运 、 堆 积 的 产 物 。,1
汉 源 九 襄 砾 石 层 沉 积 特 征 及 演 化,3 九 襄 砾 石 层 是 多 期 冰 川 融 水 搬 运 、 沉 积 的 结 果 ， 使 得 其 不 同 期 次 沉 积 物 在 粒 径 、 磨 圆 度 以 及 分 选 性 上 有 较 大 差 异 。,1
汉 源 九 襄 砾 石 层 沉 积 特 征 及 演 化,本 研 究 为 川 西 山 区 建 设 场 地 工 程 地 质 选 址 与 稳 定 性 评 估 提 供 科 学 数 据 。,1
汉 源 九 襄 砾 石 层 沉 积 特 征 及 演 化,四 川 省 汉 源 县 九 襄 地 区 砾 石 层 的 沉 积 特 征 及 演 化 与 第 四 纪 以 来 的 气 候 变 化 有 着 密 切 联 系 。,0
汉 源 九 襄 砾 石 层 沉 积 特 征 及 演 化,以 四 川 汉 源 九 襄 三 个 地 区 堆 积 体 为 例 ， 通 过 实 地 勘 察 和 室 内 试 验 ， 对 砾 石 层 的 颗 粒 组 成 、 粒 度 特 征 、 沉 积 特 征 及 孢 粉 成 分 进 行 综 合 分 析 。,0
汉 源 九 襄 砾 石 层 沉 积 特 征 及 演 化,细 颗 粒 大 多 以 滚 动 、 跃 移 及 悬 浮 方 式 运 移 ， 其 中 滚 动 和 跃 移 为 主 。,0
湖 南 省 历 史 早 期 聚 落 遗 址 时 空 分 布 特 征 及 其 影 响 因 素,研 究 结 果 表 明 : 1 新 石 器 时 期 至 商 周 时 期 遗 址 点 集 中 区 呈 现 出 洞 庭 湖 西 部 平 原 区 向 洞 庭 湖 东 部 和 湘 南 地 区 转 变 ;,1
湖 南 省 历 史 早 期 聚 落 遗 址 时 空 分 布 特 征 及 其 影 响 因 素,2 以 洞 庭 湖 为 中 心 的 湖 盆 发 育 ， 对 湖 南 新 石 器 至 商 周 时 期 的 遗 址 点 分 布 影 响 显 著 。 依 据 遗 址 分 布 模 型 分 析 显 示 高 程 是 影 响 新 石 器 时 期 先 民 选 址 的 决 定 性 要 素 ， 离 水 距 离 则 是 影 响 商 周 时 期 遗 址 分 布 的 主 要 因 素 。 遗 址 整 体 分 布 演 化 分 析 呈 现 出 明 显 的 滨 湖 平 原 区 向 滨 河 阶 地 移 动 的 演 化 特 征 ;,1
湖 南 省 历 史 早 期 聚 落 遗 址 时 空 分 布 特 征 及 其 影 响 因 素,3 随 着 原 始 农 业 的 出 现 和 发 展 ， 社 会 组 织 形 式 的 演 进 ， 湖 南 省 域 新 石 器 时 期 至 商 周 时 期 古 人 类 活 动 格 局 呈 现 出 从 局 部 集 中 向 全 省 扩 展 的 特 征 。,1
湖 南 省 历 史 早 期 聚 落 遗 址 时 空 分 布 特 征 及 其 影 响 因 素,了 解 聚 落 遗 址 下 简 称 遗 址 时 空 分 布 特 征 及 其 环 境 影 响 ， 有 助 于 揭 示 人 地 关 系 演 变 历 史 。,0
湖 南 省 历 史 早 期 聚 落 遗 址 时 空 分 布 特 征 及 其 影 响 因 素,本 文 基 于 核 密 度 分 析 探 究 新 石 器 时 期 至 商 周 时 期 湖 南 省 遗 址 点 空 间 演 变 特 征 ， 以 及 遗 址 时 空 分 布 与 自 然 环 境 、 人 类 经 济 形 态 关 联 性 。,0
潜 流 人 工 湿 地 填 料 及 其 去 除 污 染 物 机 理 研 究 进 展,填 料 是 人 工 湿 地 特 别 是 潜 流 人 工 湿 地 床 体 的 主 要 介 质 ， 是 湿 地 物 理 、 化 学 、 生 物 作 用 发 生 的 主 要 载 体 ， 对 湿 地 去 除 污 染 物 的 效 果 有 决 定 性 影 响 。,0
潜 流 人 工 湿 地 填 料 及 其 去 除 污 染 物 机 理 研 究 进 展,根 据 文 献 查 阅 ， 对 研 究 和 实 际 应 用 中 常 见 的 天 然 产 物 类 填 料 、 工 农 业 副 产 物 类 填 料 和 人 工 制 备 类 填 料 进 行 了 综 述 ， 从 来 源 、 物 理 性 质 、 化 学 组 成 等 方 面 对 不 同 填 料 进 行 了 介 绍 ； 总 结 了 填 料 对 水 中 污 染 物 的 主 要 去 除 机 理 ， 包 括 吸 附 共 沉 降 、 离 子 交 换 、 缓 释 碳 源 - 电 子 供 体 、 氧 化 还 原 作 用 ； 讨 论 了 潜 流 湿 地 填 料 对 氮 、 磷 、 重 金 属 污 染 物 的 去 除 能 力 ， 并 对 比 了 不 同 填 料 的 污 染 物 去 除 效 果 ； 最 后 对 潜 流 湿 地 填 料 选 择 和 今 后 相 关 领 域 研 究 进 行 了 展 望 ， 以 期 为 人 工 湿 地 和 污 水 处 理 技 术 进 一 步 发 展 提 供 相 关 科 学 指 导 和 理 论 依 据 。,0
甘 肃 省 1 9 9 8 年 生 态 足 迹 计 算 与 分 析 _ 徐 中 民,可 持 续 发 展 定 量 测 度 的 核 心 是 确 定 人 类 是 否 生 存 于 生 态 系 统 的 承 载 力 范 围 之 内 。,0
甘 肃 省 1 9 9 8 年 生 态 足 迹 计 算 与 分 析 _ 徐 中 民,". 等 1 9 9 6 年 以 来 提 出 和 发 展 的 生 态 足 迹 方 法 , 就 是 一 种 定 量 测 量 人 类 对 自 然 利 用 程 度 的 新 方 法 。",0
甘 肃 省 1 9 9 8 年 生 态 足 迹 计 算 与 分 析 _ 徐 中 民,"该 方 法 通 过 将 区 域 的 资 源 和 能 源 消 费 转 化 为 提 供 这 种 物 质 流 所 必 须 的 各 种 生 物 生 产 土 地 的 面 积 生 态 足 迹 需 求 , 并 同 区 域 能 提 供 的 生 物 生 产 型 土 地 面 积 生 态 承 载 力 或 生 态 足 迹 供 给 进 行 比 较 , 能 定 量 判 断 一 个 区 域 的 发 展 是 否 处 于 生 态 承 载 能 力 的 范 围 内 。",0
甘 肃 省 1 9 9 8 年 生 态 足 迹 计 算 与 分 析 _ 徐 中 民,介 绍 了 生 态 足 迹 的 概 念 、 生 态 足 迹 计 算 模 型 、 生 态 足 迹 模 型 中 使 用 的 生 物 生 产 面 积 类 型 及 其 状 况 。,1
甘 肃 省 1 9 9 8 年 生 态 足 迹 计 算 与 分 析 _ 徐 中 民,"另 外 , 简 要 介 绍 了 当 前 国 际 研 究 的 进 展 情 况 , 分 析 总 结 了 生 态 足 迹 模 型 的 优 缺 点 。",1
甘 肃 省 1 9 9 8 年 生 态 足 迹 计 算 与 分 析 _ 徐 中 民,"对 甘 肃 省 1 9 9 8 年 的 生 态 足 迹 进 行 了 实 证 计 算 和 分 析 , 结 果 表 明 甘 肃 省 1 9 9 8 年 人 均 生 态 赤 字 为 0 . 5 6 4 2 。",1
用 数 字 化 信 息 系 统 测 量 金 属 棒 中 声 速 的 有 效 方 法,本 文 设 计 了 一 种 将 驻 波 法 与 声 波 传 感 器 相 结 合 测 定 金 属 棒 中 声 速 的 有 效 方 法 。,1
用 数 字 化 信 息 系 统 测 量 金 属 棒 中 声 速 的 有 效 方 法,将 金 属 棒 固 定 在 中 点 ， 沿 轴 向 摩 擦 激 励 纵 振 动 并 在 棒 中 形 成 驻 波 而 发 声 ， 用 数 字 化 信 息 系 统 接 收 声 波 信 号 ， 得 到 波 形 图 ， 由 此 测 得 棒 中 声 波 的 基 频 和 声 速 。,0
用 数 字 化 信 息 系 统 测 量 金 属 棒 中 声 速 的 有 效 方 法,本 文 分 别 测 定 了 铝 、 钢 、 黄 铜 、 紫 铜 4 种 不 同 金 属 材 料 棒 中 的 声 速 。,0
用 数 字 化 信 息 系 统 测 量 金 属 棒 中 声 速 的 有 效 方 法,结 果 表 明 ， 同 种 材 料 、 不 同 长 度 金 属 棒 中 声 速 的 测 量 结 果 基 本 相 同 ; 各 种 金 属 棒 中 声 速 的 测 量 值 与 公 认 值 的 相 对 误 差 小 于 6 ． 0 0 % 。,0
用 数 字 化 信 息 系 统 测 量 金 属 棒 中 声 速 的 有 效 方 法,此 方 法 的 特 点 是 将 声 波 信 号 变 成 可 视 波 形 ， 并 可 从 波 形 图 中 直 接 提 取 准 确 的 计 算 参 数 。,0
磁 性 生 物 炭 材 料 在 含 油 废 水 处 理 中 的 应 用 研 究,该 磁 性 材 料 为 三 维 网 状 多 孔 结 构 ， 具 有 较 大 的 比 表 面 积 与 较 好 的 磁 性 ， 易 于 分 离 和 再 生 ， 有 较 好 的 除 油 性 能 与 重 复 利 用 性 能 。,1
磁 性 生 物 炭 材 料 在 含 油 废 水 处 理 中 的 应 用 研 究,以 天 然 废 弃 物 柚 子 皮 为 原 料 ， 采 用 共 沉 淀 法 制 备 出 磁 性 生 物 炭 材 料 ， 考 察 了 其 处 理 模 拟 含 油 废 水 的 性 能 ， 同 时 利 用 、 - 和 等 对 其 结 构 进 行 了 表 征 。,0
磁 性 生 物 炭 材 料 在 含 油 废 水 处 理 中 的 应 用 研 究,结 果 表 明 ， 所 制 备 的 磁 性 生 物 炭 材 料 为 柚 子 皮 生 物 炭 与 3 4 的 复 合 物 ， 在 这 种 复 合 物 中 3 4 得 到 均 匀 分 布 。,0
磁 性 生 物 炭 材 料 在 含 油 废 水 处 理 中 的 应 用 研 究,在 室 温 、 反 应 时 间 为 3 0 、 含 油 废 水 质 量 浓 度 为 2 6 0 / 、 磁 性 生 物 炭 材 料 质 量 浓 度 为 3 / 时 ， 材 料 的 除 油 率 可 达 8 3 . 9 % ， 材 料 对 废 水 中 油 的 去 除 是 生 物 炭 和 3 4 协 同 作 用 的 结 果 。,0
秦 巴 山 区 乡 村 聚 落 空 间 格 局 演 变 及 影 响 因 子 _ 以 陕 西 宁 强 县 为 例,研 究 结 果 表 明 : 1 从 乡 村 聚 落 规 模 来 看 ， 与 2 0 1 0 年 相 比 ， 2 0 1 9 年 宁 强 县 乡 村 聚 落 数 量 减 少 而 规 模 增 加 ， 小 型 聚 落 逐 渐 向 大 、 中 型 聚 落 发 展 ; 聚 落 规 模 空 间 集 聚 性 显 著 ， 大 规 模 聚 落 分 布 在 河 谷 平 坝 并 向 外 扩 展 ， 小 规 模 聚 落 散 布 在 外 围 的 山 地 丘 陵 区 ， 分 布 重 心 由 西 部 向 东 部 和 南 部 转 移 ;,1
秦 巴 山 区 乡 村 聚 落 空 间 格 局 演 变 及 影 响 因 子 _ 以 陕 西 宁 强 县 为 例,2 从 空 间 分 布 来 看 ， 乡 村 聚 落 高 密 度 区 向 镇 区 缩 减 ， 原 本 以 街 道 办 和 各 镇 为 中 心 的 多 核 带 状 分 布 逐 渐 破 碎 化 。 聚 落 空 间 分 布 的 低 地 缓 坡 指 向 性 和 交 通 、 河 流 指 向 性 随 时 间 发 展 进 一 步 加 强 ;,1
秦 巴 山 区 乡 村 聚 落 空 间 格 局 演 变 及 影 响 因 子 _ 以 陕 西 宁 强 县 为 例,3 复 杂 的 地 形 条 件 、 河 流 、 地 质 环 境 和 耕 地 资 源 等 自 然 环 境 因 素 塑 造 了 宁 强 县 乡 村 聚 落 大 分 散 、 小 集 聚 的 空 间 基 本 格 局 ， 并 在 聚 落 演 变 中 继 续 发 挥 着 重 要 作 用 ; 政 策 制 度 因 素 以 及 交 通 条 件 、 人 口 规 模 等 社 会 人 文 因 素 是 推 动 宁 强 县 乡 村 聚 落 迅 速 演 化 的 重 要 动 力 。,1
秦 巴 山 区 乡 村 聚 落 空 间 格 局 演 变 及 影 响 因 子 _ 以 陕 西 宁 强 县 为 例,本 研 究 可 为 山 区 乡 村 聚 落 的 空 间 布 局 优 化 和 移 民 搬 迁 选 址 提 供 理 论 依 据 。,1
秦 巴 山 区 乡 村 聚 落 空 间 格 局 演 变 及 影 响 因 子 _ 以 陕 西 宁 强 县 为 例,聚 落 演 变 是 研 究 人 地 关 系 的 重 要 组 成 部 分 ， 把 握 聚 落 演 变 的 规 律 性 对 于 优 化 聚 落 空 间 结 构 ， 促 进 人 地 协 调 发 展 具 有 重 要 意 义 。,0
秦 巴 山 区 乡 村 聚 落 空 间 格 局 演 变 及 影 响 因 子 _ 以 陕 西 宁 强 县 为 例,本 研 究 以 秦 巴 山 区 宁 强 县 为 研 究 对 象 ， 基 于 高 分 辨 率 影 像 提 取 了 2 0 1 0 年 和 2 0 1 9 年 宁 强 县 乡 村 聚 落 斑 块 数 据 ， 综 合 运 用 景 观 格 局 指 数 和 空 间 分 析 等 方 法 ， 对 宁 强 县 乡 村 聚 落 空 间 格 局 的 演 变 特 征 进 行 了 动 态 研 究 ， 并 引 入 地 理 加 权 回 归 模 型 进 一 步 探 寻 了 宁 强 县 乡 村 聚 落 空 间 格 局 及 演 变 的 影 响 因 子 。,0
缓 丘 地 带 黄 河 镇 水 库 微 生 物 群 落 多 样 性 特 征,上 述 结 果 表 明 水 体 营 养 程 度 对 水 库 微 生 态 有 重 要 影 响 ， 微 生 物 群 落 丰 度 和 多 样 性 差 异 是 判 断 水 体 富 营 养 程 度 的 重 要 生 态 学 指 标 。,1
缓 丘 地 带 黄 河 镇 水 库 微 生 物 群 落 多 样 性 特 征,微 生 物 群 落 是 缓 丘 地 带 湖 库 水 生 生 态 系 统 的 重 要 组 成 部 分 ， 为 了 解 析 水 体 营 养 与 缓 丘 地 带 湖 库 微 生 态 的 耦 合 变 化 关 系 ， 以 四 川 省 内 江 市 典 型 缓 丘 地 带 富 营 养 湖 库 - 黄 河 镇 水 库 为 研 究 对 象 ， 采 集 4 个 不 同 富 营 养 化 区 域 的 水 样 ， 通 过 高 通 量 测 序 技 术 分 析 不 同 采 样 点 营 养 水 平 对 微 生 物 群 落 结 构 特 征 和 多 样 性 的 影 响 。,0
缓 丘 地 带 黄 河 镇 水 库 微 生 物 群 落 多 样 性 特 征,结 果 表 明 ， 当 水 体 综 合 营 养 指 数 为 4 0 - 6 0 ， 营 养 程 度 较 低 ， 水 质 较 好 时 ， 轮 虫 门 、 绿 弯 菌 门 、 α 变 形 菌 等 微 生 物 相 对 丰 度 较 高 ； 当 水 体 综 合 营 养 指 数 大 于 7 0 ， 营 养 程 度 较 高 时 ， 水 体 中 的 微 生 物 群 落 多 样 性 和 丰 富 度 增 加 ， 放 线 菌 门 、 绿 藻 门 、 硅 藻 门 等 占 据 主 导 ； 当 营 养 程 度 进 一 步 增 加 ， 蓝 藻 爆 发 生 长 时 ， 水 体 中 的 微 生 物 群 落 多 样 性 和 丰 富 度 会 大 幅 度 降 低 ， 同 时 ， 拟 杆 菌 门 、 厚 壁 菌 门 、 黄 杆 菌 属 等 微 生 物 开 始 大 量 增 殖 。,0
负 压 水 动 力 场 对 岩 溶 滑 坡 的 作 用 _ 以 威 宁 猴 场 滑 坡 为 例,本 文 以 贵 州 省 威 宁 县 猴 场 岩 溶 石 山 大 型 滑 坡 为 研 究 对 象 ， 通 过 对 滑 坡 区 域 岩 溶 发 育 特 征 、 水 文 地 质 条 件 调 查 与 分 析 ， 结 合 卫 星 图 像 对 比 ， 取 得 主 要 结 论 : 1 滑 坡 区 灰 岩 与 下 伏 碎 屑 岩 接 触 带 岩 溶 强 发 育 ， 接 触 带 上 的 岩 溶 空 间 以 及 煤 层 采 空 区 是 岩 层 下 沉 或 滑 坡 基 本 影 响 因 素 ; 2 滑 坡 区 后 缘 垂 直 裂 隙 是 由 褶 皱 构 造 所 形 成 经 后 期 营 造 和 本 次 扰 动 叠 加 作 用 后 形 成 大 型 拉 裂 缝 ， 这 些 裂 缝 是 导 致 不 同 区 域 岩 层 失 稳 下 沉 或 滑 坡 的 另 一 个 基 本 影 响 因 素 ; 3 提 出 和 建 立 负 压 水 动 力 场 对 滑 坡 或 岩 层 下 沉 的 影 响 作 用 新 型 成 灾 模 式 ， 对 西 南 岩 溶 石 山 滑 坡 成 因 研 究 ， 以 及 提 升 岩 溶 山 区 地 质 灾 害 防 灾 减 灾 具 有 一 定 意 义 。,1
负 压 水 动 力 场 对 岩 溶 滑 坡 的 作 用 _ 以 威 宁 猴 场 滑 坡 为 例,我 国 西 南 有 世 界 上 最 大 的 连 片 裸 露 岩 溶 山 区 ， 受 极 端 气 候 变 化 和 大 规 模 人 类 工 程 活 动 的 持 续 影 响 ， 特 大 岩 溶 滑 坡 频 发 ; 8 0 % 以 上 滑 坡 的 发 生 与 地 下 水 有 密 切 关 系 。,0
负 压 水 动 力 场 对 岩 溶 滑 坡 的 作 用 _ 以 威 宁 猴 场 滑 坡 为 例,当 前 ， 地 下 水 对 滑 坡 影 响 作 用 的 研 究 主 要 针 对 非 岩 溶 区 ， 对 于 岩 溶 山 区 则 相 对 研 究 较 少 ， 岩 溶 山 区 特 大 滑 坡 失 稳 机 理 和 新 型 成 灾 模 式 理 论 研 究 成 为 亟 待 解 决 的 重 大 前 沿 科 学 问 题 。,0
超 级 电 容 器 用 石 墨 烯 薄 膜 _ 制 备 _ 基 元 结 构 及 表 面 调 控,主 要 介 绍 了 石 墨 烯 薄 膜 的 简 易 制 备 方 法 ， 并 详 细 介 绍 了 通 过 对 石 墨 烯 基 元 的 结 构 调 控 和 表 面 修 饰 来 优 化 石 墨 烯 薄 膜 电 化 学 性 能 的 两 大 策 略 ， 最 后 对 石 墨 烯 薄 膜 应 用 所 面 临 的 挑 战 和 未 来 的 发 展 进 行 了 总 结 与 展 望 。,1
超 级 电 容 器 用 石 墨 烯 薄 膜 _ 制 备 _ 基 元 结 构 及 表 面 调 控,石 墨 烯 薄 膜 是 一 种 以 石 墨 烯 纳 米 片 为 基 元 结 构 的 宏 观 体 ， 通 过 合 理 的 结 构 设 计 和 表 面 修 饰 使 其 具 有 优 异 的 电 学 、 力 学 和 热 学 性 能 ， 将 在 电 化 学 储 能 、 电 子 器 件 、 健 康 和 环 保 等 领 域 具 有 潜 在 的 应 用 。,0
超 级 电 容 器 用 石 墨 烯 薄 膜 _ 制 备 _ 基 元 结 构 及 表 面 调 控,本 文 主 要 综 述 了 从 石 墨 烯 基 元 调 控 到 二 维 宏 观 膜 组 装 以 及 石 墨 烯 薄 膜 在 超 级 电 容 器 应 用 中 的 研 究 进 展 。,0
阵 列 艾 里 光 束 通 过 梯 度 折 射 率 介 质 的 光 强 演 变 特 性,"因 为 大 气 的 随 机 抖 动 和 渐 变 折 射 率 光 纤 都 可 以 抽 象 为 梯 度 折 射 率 模 型 , 所 以 相 关 结 论 对 阵 列 光 束 的 传 输 与 通 信 有 一 定 的 理 论 意 义 。",1
阵 列 艾 里 光 束 通 过 梯 度 折 射 率 介 质 的 光 强 演 变 特 性,"利 用 光 学 传 递 矩 阵 和 广 义 惠 更 斯 - 菲 涅 耳 积 分 衍 射 公 式 , 研 究 了 阵 列 艾 里 光 束 在 梯 度 折 射 率 介 质 中 的 演 化 规 律 。",0
阵 列 艾 里 光 束 通 过 梯 度 折 射 率 介 质 的 光 强 演 变 特 性,"首 先 , 导 出 了 傍 轴 近 似 下 , 空 间 域 内 艾 里 和 阵 列 艾 里 光 束 通 过 光 学 系 统 的 传 输 方 程 。",0
阵 列 艾 里 光 束 通 过 梯 度 折 射 率 介 质 的 光 强 演 变 特 性,"然 后 , 分 析 了 入 射 阵 列 艾 里 光 束 的 二 维 光 强 随 指 数 截 断 因 子 和 光 波 束 腰 半 径 的 变 化 规 律 。",0
阵 列 艾 里 光 束 通 过 梯 度 折 射 率 介 质 的 光 强 演 变 特 性,"在 此 基 础 上 , 讨 论 了 阵 列 艾 里 光 束 在 梯 度 折 射 率 介 质 部 分 横 截 面 上 的 光 强 特 征 和 光 波 传 输 的 周 期 性 特 点 , 并 与 单 艾 里 光 束 的 传 输 规 律 进 行 了 对 比 。",0
青 海 云 杉 创 伤 树 脂 道 分 布 调 查,研 究 结 果 发 现 : 山 地 灾 害 造 成 的 伤 害 会 诱 发 青 海 云 杉 产 生 创 伤 树 脂 道 ， 距 离 伤 疤 左 侧 、 右 侧 或 上 部 1 0 和 2 0 位 置 处 创 伤 树 脂 道 占 绝 大 多 数 ， 而 伤 疤 相 反 一 侧 响 应 干 扰 事 件 不 明 显 。,1
青 海 云 杉 创 伤 树 脂 道 分 布 调 查,依 据 树 轮 地 貌 学 工 作 大 样 本 量 的 采 样 要 求 ， 在 无 法 大 量 采 集 树 盘 的 情 况 下 ， 如 何 利 用 生 长 锥 合 理 高 效 的 获 取 有 价 值 的 树 芯 样 品 成 为 一 个 重 要 的 问 题 ， 本 研 究 将 为 野 外 采 样 工 作 提 供 参 考 信 息 ， 有 助 于 推 动 树 轮 地 貌 学 方 法 在 我 国 山 地 灾 害 研 究 中 的 应 用 。,1
青 海 云 杉 创 伤 树 脂 道 分 布 调 查,创 伤 树 脂 道 作 为 树 轮 地 貌 学 方 法 中 具 有 季 节 分 辨 率 的 干 扰 事 件 指 标 ， 在 国 际 上 被 广 泛 地 应 用 于 山 地 灾 害 的 研 究 之 中 。,0
青 海 云 杉 创 伤 树 脂 道 分 布 调 查,我 国 是 山 地 灾 害 高 发 的 国 家 ， 树 轮 地 貌 学 在 山 地 灾 害 的 研 究 方 面 潜 力 巨 大 ， 但 目 前 还 没 有 开 展 创 伤 树 脂 道 的 相 关 研 究 工 作 。,0
青 海 云 杉 创 伤 树 脂 道 分 布 调 查,本 研 究 在 青 海 省 祁 连 县 一 样 点 内 选 取 带 有 明 显 伤 疤 的 青 海 云 杉 ， 采 集 树 轮 样 芯 ， 利 用 统 计 分 析 和 对 比 研 究 的 方 法 ， 调 查 了 伤 疤 周 边 不 同 位 置 处 创 伤 树 脂 道 的 分 布 特 征 。,0
青 海 云 杉 创 伤 树 脂 道 分 布 调 查,山 地 灾 害 事 件 发 生 后 ， 伤 疤 上 部 形 成 的 创 伤 树 脂 道 明 显 要 多 于 左 侧 和 右 侧 ， 伤 疤 上 部 2 0 位 置 处 创 伤 树 脂 道 出 现 频 率 最 高 ， 是 适 合 采 集 干 扰 信 号 的 有 利 位 置 。,0
高 性 能 电 力 电 子 设 计 自 动 化 求 解 器 关 键 因 素 与 解 决 方 法,本 文 提 出 一 种 用 于 电 力 电 子 设 计 自 动 化 的 求 解 器 ， 方 法 论 上 ， 所 提 出 的 求 解 器 与 电 力 电 子 系 统 特 性 深 度 适 配 、 与 实 用 需 求 紧 密 结 合 、 搭 建 统 一 框 架 ， 预 留 接 口 增 加 可 扩 展 性 和 适 用 性 ； 效 果 上 ， 与 已 有 设 计 工 具 相 比 ， 能 在 更 短 的 设 计 周 期 内 ， 优 化 并 平 衡 了 变 换 器 损 耗 与 体 积 的 综 合 性 能 。,1
高 性 能 电 力 电 子 设 计 自 动 化 求 解 器 关 键 因 素 与 解 决 方 法,最 后 ， 本 文 使 用 该 工 具 设 计 一 套 5 0 隔 离 双 向 - 变 换 器 样 机 ， 通 过 实 验 验 证 了 所 述 工 具 计 算 合 理 性 和 优 异 性 。,1
高 性 能 电 力 电 子 设 计 自 动 化 求 解 器 关 键 因 素 与 解 决 方 法,电 力 电 子 设 计 自 动 化 有 望 加 快 电 力 电 子 系 统 设 计 效 率 ， 优 化 设 计 结 果 ， 兼 具 实 用 性 和 通 用 性 。,0
高 性 能 电 力 电 子 设 计 自 动 化 求 解 器 关 键 因 素 与 解 决 方 法,但 面 对 复 杂 结 构 的 大 容 量 电 力 电 子 装 置 设 计 问 题 时 ， 现 有 的 设 计 工 具 在 设 计 速 度 和 精 度 这 两 个 矛 盾 性 能 上 的 权 衡 失 调 ， 无 法 应 用 于 工 程 实 践 。,0
高 性 能 电 力 电 子 设 计 自 动 化 求 解 器 关 键 因 素 与 解 决 方 法,当 前 研 究 侧 重 多 物 理 模 型 的 建 立 和 求 解 ， 忽 略 了 设 计 架 构 、 设 计 流 程 、 优 化 算 法 等 求 解 器 范 畴 的 关 键 因 素 对 设 计 性 能 的 提 升 。,0
中 共 百 年 马 克 思 主 义 中 国 化 探 索,中 共 百 年 巍 然 屹 立 ， 在 于 实 践 探 索 不 停 、 理 论 创 新 不 止 。,0
中 共 百 年 马 克 思 主 义 中 国 化 探 索,从 毛 泽 东 思 想 、 邓 小 平 理 论 、 “ 三 个 代 表 ” 重 要 思 想 、 科 学 发 展 观 到 习 近 平 新 时 代 中 国 特 色 社 会 主 义 思 想 ， 这 些 一 脉 相 承 的 理 论 成 果 便 是 马 克 思 主 义 中 国 化 在 主 题 上 的 集 成 、 在 时 代 上 的 发 展 。,0
中 共 百 年 马 克 思 主 义 中 国 化 探 索,这 些 理 论 成 果 虽 然 都 带 有 鲜 明 的 时 代 烙 印 ， 但 均 以 为 中 华 民 族 谋 复 兴 、 为 中 国 人 民 谋 幸 福 为 根 本 宗 旨 和 最 终 目 标 ， 反 映 了 马 克 思 主 义 中 国 化 从 革 命 主 题 转 向 建 设 主 题 的 重 大 变 化 ， 体 现 了 建 设 主 题 从 发 展 道 路 到 发 展 主 体 到 发 展 方 式 的 不 断 深 化 ， 彰 显 出 中 国 共 产 党 坚 定 的 共 产 主 义 信 仰 和 勇 于 创 新 勇 担 使 命 的 精 神 品 质 。,0
中 国 土 地 利 用 _ 覆 被 变 化 研 究 的 现 状 与 问 题 _ 于 兴 修,"土 地 利 用 / 覆 被 变 化 是 全 球 变 化 的 重 要 组 成 部 分 和 原 因 , 因 而 是 全 球 变 化 领 域 中 重 要 的 研 究 方 向 之 一 。",0
中 国 土 地 利 用 _ 覆 被 变 化 研 究 的 现 状 与 问 题 _ 于 兴 修,"本 文 在 评 述 了 中 国 土 地 利 用 / 覆 被 变 化 研 究 的 现 状 、 取 得 的 进 展 及 存 在 问 题 的 基 础 上 , 提 出 应 把 土 地 利 用 / 覆 被 变 化 研 究 的 理 论 体 系 、 不 同 空 间 尺 度 的 土 地 利 用 / 覆 被 变 化 的 动 态 模 型 、 土 地 利 用 / 覆 被 变 化 与 全 球 环 境 变 化 和 可 持 续 发 展 之 间 的 关 系 作 为 重 点 加 以 研 究 , 以 提 高 中 国 土 地 利 用 / 覆 被 变 化 的 研 究 水 平 。",1
